,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,成交量,成交金额
4/4/2018,'000012,国债指数,163.1851,163.1858,163.1508,163.1614,163.1457,0.0394,0.0242,165391,160441494
4/3/2018,'000012,国债指数,163.1457,163.1782,163.0876,163.0892,163.0734,0.0723,0.0443,154785,151212807
4/2/2018,'000012,国债指数,163.0734,163.0736,163.0012,163.0102,162.9632,0.1102,0.0676,118020,116011247
3/30/2018,'000012,国债指数,162.9632,162.9638,162.8968,162.905,162.8894,0.0738,0.0453,120864,119340098
3/29/2018,'000012,国债指数,162.8894,162.8934,162.879,162.8867,162.8709,0.0185,0.0114,80073,78480771
3/28/2018,'000012,国债指数,162.8709,162.8878,162.8106,162.8216,162.806,0.0649,0.0399,209855,206427602
3/27/2018,'000012,国债指数,162.806,162.8364,162.731,162.8349,162.8204,-0.0144,-0.0088,93653,89551594
3/26/2018,'000012,国债指数,162.8204,162.8376,162.778,162.8167,162.7649,0.0555,0.0341,126442,121314644
3/23/2018,'000012,国债指数,162.7649,162.7677,162.6363,162.6363,162.6156,0.1493,0.0918,207692,196190675
3/22/2018,'000012,国债指数,162.6156,162.6178,162.5776,162.5867,162.5712,0.0444,0.0273,123768,117378150
3/21/2018,'000012,国债指数,162.5712,162.5754,162.5136,162.5318,162.516,0.0552,0.034,114344,107958661
3/20/2018,'000012,国债指数,162.516,162.5165,162.4548,162.457,162.4413,0.0747,0.046,67813,63821813
3/19/2018,'000012,国债指数,162.4413,162.4573,162.403,162.433,162.3861,0.0552,0.034,62630,58845914
3/16/2018,'000012,国债指数,162.3861,162.3903,162.3616,162.3773,162.3617,0.0244,0.015,84621,82795550
3/15/2018,'000012,国债指数,162.3617,162.3723,162.3591,162.3662,162.3506,0.0111,0.0068,147776,150725263
3/14/2018,'000012,国债指数,162.3506,162.3729,162.3305,162.3729,162.3573,-0.0067,-0.0041,155945,152309882
3/13/2018,'000012,国债指数,162.3573,162.3618,162.3426,162.3618,162.3461,0.0112,0.0069,177244,174354382
3/12/2018,'000012,国债指数,162.3461,162.3632,162.3311,162.3492,162.3026,0.0435,0.0268,147089,145610908
3/9/2018,'000012,国债指数,162.3026,162.3117,162.2788,162.2999,162.2842,0.0184,0.0113,102363,98824922
3/8/2018,'000012,国债指数,162.2842,162.2854,162.2144,162.2307,162.2149,0.0693,0.0427,126173,122905668
3/7/2018,'000012,国债指数,162.2149,162.2326,162.1965,162.2237,162.2081,0.0068,0.0042,120192,116815180
3/6/2018,'000012,国债指数,162.2081,162.2085,162.1415,162.145,162.127,0.0811,0.05,86108,81143107
3/5/2018,'000012,国债指数,162.127,162.174,162.0939,162.1697,162.1233,0.0037,0.0023,168090,161587947
3/2/2018,'000012,国债指数,162.1233,162.1351,162.1163,162.1182,162.1025,0.0208,0.0128,152731,150222707
3/1/2018,'000012,国债指数,162.1025,162.1187,162.0615,162.0621,162.0467,0.0558,0.0344,146374,144110843
2/28/2018,'000012,国债指数,162.0467,162.0495,161.9591,161.9684,161.9537,0.093,0.0574,163250,159485292
2/27/2018,'000012,国债指数,161.9537,161.9555,161.8453,161.8461,161.8315,0.1222,0.0755,270382,265132489
2/26/2018,'000012,国债指数,161.8315,161.8345,161.7672,161.7693,161.7215,0.11,0.068,89732,84516891
2/23/2018,'000012,国债指数,161.7215,161.7215,161.6567,161.6617,161.6459,0.0756,0.0468,55923,52351457
2/22/2018,'000012,国债指数,161.6459,161.6637,161.6232,161.6416,161.5177,0.1282,0.0794,96028,90542114
2/14/2018,'000012,国债指数,161.5177,161.5183,161.483,161.4865,161.4709,0.0468,0.029,59275,55859584
2/13/2018,'000012,国债指数,161.4709,161.4892,161.4463,161.4494,161.4338,0.0371,0.023,94112,90798171
2/12/2018,'000012,国债指数,161.4338,161.4529,161.4242,161.4296,161.3842,0.0496,0.0307,158286,152796675
2/9/2018,'000012,国债指数,161.3842,161.3865,161.3473,161.3761,161.3605,0.0237,0.0147,280427,265788955
2/8/2018,'000012,国债指数,161.3605,161.3676,161.3272,161.3676,161.352,0.0085,0.0053,173070,169357388
2/7/2018,'000012,国债指数,161.352,161.3557,161.3434,161.3551,161.3396,0.0124,0.0077,72786,68908636
2/6/2018,'000012,国债指数,161.3396,161.367,161.3311,161.3352,161.3197,0.0199,0.0123,238099,226528934
2/5/2018,'000012,国债指数,161.3197,161.3754,161.3038,161.3385,161.2919,0.0278,0.0172,119934,114817515
2/2/2018,'000012,国债指数,161.2919,161.2928,161.259,161.2856,161.2696,0.0223,0.0138,75950,70491397
2/1/2018,'000012,国债指数,161.2696,161.2912,161.2602,161.2888,161.2732,-0.0036,-0.0022,137585,129075667
1/31/2018,'000012,国债指数,161.2732,161.2842,161.2449,161.2814,161.2659,0.0073,0.0045,172772,166569829
1/30/2018,'000012,国债指数,161.2659,161.2686,161.252,161.2583,161.2428,0.0231,0.0143,143572,133068665
1/29/2018,'000012,国债指数,161.2428,161.3025,161.2428,161.2832,161.2366,0.0062,0.0038,111743,106377606
1/26/2018,'000012,国债指数,161.2366,161.2367,161.204,161.2097,161.1941,0.0425,0.0264,120971,115727302
1/25/2018,'000012,国债指数,161.1941,161.198,161.1653,161.1935,161.1779,0.0162,0.0101,103613,97933495
1/24/2018,'000012,国债指数,161.1779,161.1791,161.138,161.1546,161.1391,0.0388,0.0241,87241,83891042
1/23/2018,'000012,国债指数,161.1391,161.1415,161.125,161.1301,161.1145,0.0246,0.0153,78644,75810457
1/22/2018,'000012,国债指数,161.1145,161.1281,161.0657,161.1261,161.0797,0.0348,0.0216,97839,96001795
1/19/2018,'000012,国债指数,161.0797,161.1024,161.0762,161.1024,161.0869,-0.0072,-0.0045,97354,95871358
1/18/2018,'000012,国债指数,161.0869,161.106,161.0786,161.0842,161.0687,0.0182,0.0113,71477,68972502
1/17/2018,'000012,国债指数,161.0687,161.0744,161.0572,161.0724,161.0569,0.0118,0.0073,92351,89815760
1/16/2018,'000012,国债指数,161.0569,161.0617,161.0436,161.0594,161.0439,0.013,0.0081,51963,49206656
1/15/2018,'000012,国债指数,161.0439,161.0781,161.0365,161.0781,161.0318,0.0121,0.0075,109574,104698102
1/12/2018,'000012,国债指数,161.0318,161.1103,161.0219,161.1075,161.092,-0.0602,-0.0374,58168,55856006
1/11/2018,'000012,国债指数,161.092,161.1377,161.089,161.1375,161.122,-0.03,-0.0186,187787,179444282
1/10/2018,'000012,国债指数,161.122,161.1267,161.0991,161.1104,161.0949,0.0271,0.0168,142348,137103478
1/9/2018,'000012,国债指数,161.0949,161.1158,161.068,161.1063,161.0908,0.0041,0.0025,212891,208104565
1/8/2018,'000012,国债指数,161.0908,161.0914,161.0341,161.0341,160.9877,0.1031,0.064,193120,189609641
1/5/2018,'000012,国债指数,160.9877,160.9941,160.9241,160.9241,160.9138,0.0739,0.0459,113878,103991639
1/4/2018,'000012,国债指数,160.9138,160.9597,160.8904,160.953,160.9375,-0.0237,-0.0147,242537,236056988
1/3/2018,'000012,国债指数,160.9375,160.9852,160.936,160.9852,160.9699,-0.0324,-0.0201,238662,231830279
1/2/2018,'000012,国债指数,160.9699,160.9761,160.9108,160.9108,160.8481,0.1218,0.0757,267056,253604422
12/29/2017,'000012,国债指数,160.8481,160.948,160.8302,160.8825,160.865,-0.0169,-0.0105,225826,193086607
12/28/2017,'000012,国债指数,160.865,160.9369,160.8551,160.9175,160.9023,-0.0373,-0.0232,190723,181261353
12/27/2017,'000012,国债指数,160.9023,160.9885,160.891,160.9786,160.9643,-0.062,-0.0385,88893,83437930
12/26/2017,'000012,国债指数,160.9643,160.9894,160.9448,160.9508,160.9354,0.0289,0.018,138541,132238819
12/25/2017,'000012,国债指数,160.9354,161.0692,160.935,161.0646,161.0195,-0.0841,-0.0522,87772,83709137
12/22/2017,'000012,国债指数,161.0195,161.0203,160.9837,161.003,160.9883,0.0312,0.0194,151471,146772523
12/21/2017,'000012,国债指数,160.9883,161.0027,160.9865,160.9988,160.9833,0.005,0.0031,115865,113460801
12/20/2017,'000012,国债指数,160.9833,160.9927,160.9727,160.9841,160.9688,0.0145,0.009,207816,202992014
12/19/2017,'000012,国债指数,160.9688,161.0042,160.9633,161.0029,160.9874,-0.0186,-0.0116,210818,206623436
12/18/2017,'000012,国债指数,160.9874,160.9985,160.9693,160.9743,160.928,0.0594,0.0369,233414,231252949
12/15/2017,'000012,国债指数,160.928,160.9387,160.9195,160.9367,160.9212,0.0068,0.0042,189994,187741428
12/14/2017,'000012,国债指数,160.9212,160.9277,160.9061,160.9071,160.8917,0.0295,0.0183,241737,238754988
12/13/2017,'000012,国债指数,160.8917,160.9048,160.8775,160.8937,160.8782,0.0135,0.0084,165261,161551727
12/12/2017,'000012,国债指数,160.8782,160.9529,160.8705,160.9389,160.9235,-0.0453,-0.0282,212584,210034197
12/11/2017,'000012,国债指数,160.9235,160.9679,160.9151,160.9646,160.9182,0.0053,0.0033,182641,179097366
12/8/2017,'000012,国债指数,160.9182,160.9357,160.9091,160.9353,160.9201,-0.0019,-0.0012,264327,262688648
12/7/2017,'000012,国债指数,160.9201,160.9261,160.8744,160.8843,160.8693,0.0508,0.0316,250908,248088870
12/6/2017,'000012,国债指数,160.8693,160.8909,160.8497,160.8856,160.8701,-0.0008,-0.0005,212313,204609296
12/5/2017,'000012,国债指数,160.8701,160.8841,160.8461,160.8499,160.8339,0.0362,0.0225,219638,212530270
12/4/2017,'000012,国债指数,160.8339,160.8498,160.7969,160.8469,160.8006,0.0333,0.0207,229416,224612676
12/1/2017,'000012,国债指数,160.8006,160.8365,160.7041,160.8218,160.8062,-0.0056,-0.0035,181024,177796949
11/30/2017,'000012,国债指数,160.8062,160.8361,160.7983,160.7992,160.7839,0.0223,0.0139,170250,165326117
11/29/2017,'000012,国债指数,160.7839,160.8137,160.7587,160.7988,160.7833,0.0006,0.0004,147935,145575254
11/28/2017,'000012,国债指数,160.7833,160.7883,160.7659,160.7775,160.7599,0.0234,0.0146,249199,243708535
11/27/2017,'000012,国债指数,160.7599,160.7978,160.7524,160.7618,160.7154,0.0445,0.0277,138640,135822054
11/24/2017,'000012,国债指数,160.7154,160.7154,160.6762,160.6785,160.6635,0.0519,0.0323,183679,180283277
11/23/2017,'000012,国债指数,160.6635,160.6966,160.6621,160.6929,160.6743,-0.0108,-0.0067,165611,160536350
11/22/2017,'000012,国债指数,160.6743,160.7281,160.6727,160.7001,160.6847,-0.0104,-0.0065,174132,169831690
11/21/2017,'000012,国债指数,160.6847,160.7189,160.6772,160.7124,160.6967,-0.012,-0.0075,236330,233477432
11/20/2017,'000012,国债指数,160.6967,160.7282,160.6913,160.714,160.6679,0.0288,0.0179,134316,129831906
11/17/2017,'000012,国债指数,160.6679,160.7039,160.6665,160.6899,160.6744,-0.0065,-0.004,85988,83803427
11/16/2017,'000012,国债指数,160.6744,160.68,160.6354,160.6609,160.6473,0.0271,0.0169,173709,165585960
11/15/2017,'000012,国债指数,160.6473,160.7739,160.6365,160.754,160.7387,-0.0914,-0.0569,311223,286879042
11/14/2017,'000012,国债指数,160.7387,160.8464,160.7354,160.8342,160.8188,-0.0801,-0.0498,264882,254243951
11/13/2017,'000012,国债指数,160.8188,160.9368,160.8173,160.9317,160.8854,-0.0666,-0.0414,123060,117880671
11/10/2017,'000012,国债指数,160.8854,160.8896,160.8642,160.8646,160.8434,0.042,0.0261,81961,79363970
11/9/2017,'000012,国债指数,160.8434,160.853,160.8011,160.8468,160.8315,0.0119,0.0074,118910,111003095
11/8/2017,'000012,国债指数,160.8315,160.8702,160.8312,160.8699,160.8545,-0.023,-0.0143,230865,224983577
11/7/2017,'000012,国债指数,160.8545,160.9224,160.8489,160.9115,160.8961,-0.0416,-0.0259,196339,190876298
11/6/2017,'000012,国债指数,160.8961,160.8968,160.8451,160.8939,160.8477,0.0484,0.0301,102025,97386515
11/3/2017,'000012,国债指数,160.8477,160.8896,160.8411,160.843,160.8278,0.0199,0.0124,151402,146655427
11/2/2017,'000012,国债指数,160.8278,160.8571,160.8169,160.8543,160.8389,-0.0111,-0.0069,177532,171691338
11/1/2017,'000012,国债指数,160.8389,160.849,160.8235,160.8284,160.8132,0.0257,0.016,184988,177732623
10/31/2017,'000012,国债指数,160.8132,160.9003,160.81,160.8116,160.7964,0.0168,0.0104,117695,113974180
10/30/2017,'000012,国债指数,160.7964,160.9253,160.7964,160.9128,160.8672,-0.0708,-0.044,259047,255680298
10/27/2017,'000012,国债指数,160.8672,160.9418,160.8631,160.936,160.921,-0.0538,-0.0334,176135,173516153
10/26/2017,'000012,国债指数,160.921,161.063,160.9027,161.0615,161.0463,-0.1253,-0.0778,289514,287258879
10/25/2017,'000012,国债指数,161.0463,161.0479,160.9068,161.0411,161.0255,0.0208,0.0129,102324,99934877
10/24/2017,'000012,国债指数,161.0255,161.0588,160.8469,160.952,160.9369,0.0886,0.0551,347220,347228846
10/23/2017,'000012,国债指数,160.9369,160.9664,160.9354,160.951,160.9051,0.0318,0.0198,91947,89360860
10/20/2017,'000012,国债指数,160.9051,160.9375,160.8963,160.9311,160.9157,-0.0106,-0.0066,85035,81775976
10/19/2017,'000012,国债指数,160.9157,160.9241,160.891,160.9135,160.8983,0.0174,0.0108,139089,135083270
10/18/2017,'000012,国债指数,160.8983,160.9954,160.8983,160.9875,160.972,-0.0737,-0.0458,177923,176549498
10/17/2017,'000012,国债指数,160.972,160.9845,160.9472,160.9705,160.9544,0.0176,0.0109,118488,115182096
10/16/2017,'000012,国债指数,160.9544,160.9615,160.88,160.9191,160.8732,0.0812,0.0505,152824,147944497
10/13/2017,'000012,国债指数,160.8732,160.8891,160.845,160.8609,160.8455,0.0277,0.0172,112324,108664770
10/12/2017,'000012,国债指数,160.8455,160.8541,160.8122,160.8219,160.8064,0.0391,0.0243,109462,107297470
10/11/2017,'000012,国债指数,160.8064,160.8105,160.7973,160.8047,160.7894,0.017,0.0106,153291,151212218
10/10/2017,'000012,国债指数,160.7894,160.808,160.7737,160.8054,160.7931,-0.0037,-0.0023,319765,315931116
10/9/2017,'000012,国债指数,160.7931,160.8491,160.7875,160.8473,160.6943,0.0988,0.0615,64246,62767997
9/29/2017,'000012,国债指数,160.6943,160.6945,160.6527,160.6781,160.6613,0.033,0.0205,263251,259060763
9/28/2017,'000012,国债指数,160.6613,160.6628,160.6411,160.6437,160.6285,0.0328,0.0204,138155,134539083
9/27/2017,'000012,国债指数,160.6285,160.6386,160.6138,160.6382,160.6229,0.0056,0.0035,142693,139665075
9/26/2017,'000012,国债指数,160.6229,160.6479,160.6027,160.6355,160.6202,0.0027,0.0017,96979,94197037
9/25/2017,'000012,国债指数,160.6202,160.6421,160.5071,160.626,160.5807,0.0395,0.0246,207187,200626785
9/22/2017,'000012,国债指数,160.5807,160.636,160.5733,160.6323,160.617,-0.0363,-0.0226,186297,183167639
9/21/2017,'000012,国债指数,160.617,160.6549,160.6125,160.6439,160.6287,-0.0117,-0.0073,102632,100959163
9/20/2017,'000012,国债指数,160.6287,160.6438,160.6228,160.6399,160.6247,0.004,0.0025,200264,196841312
9/19/2017,'000012,国债指数,160.6247,160.6781,160.6092,160.6384,160.6232,0.0015,0.0009,130235,129415287
9/18/2017,'000012,国债指数,160.6232,160.6555,160.6132,160.6474,160.6016,0.0216,0.0134,175997,175185976
9/15/2017,'000012,国债指数,160.6016,160.6112,160.5954,160.6021,160.5869,0.0147,0.0092,106124,105108426
9/14/2017,'000012,国债指数,160.5869,160.6207,160.5847,160.5924,160.5777,0.0092,0.0057,296261,293322869
9/13/2017,'000012,国债指数,160.5777,160.6433,160.5726,160.5931,160.5779,-0.0002,-0.0001,71580,69771981
9/12/2017,'000012,国债指数,160.5779,160.6145,160.5505,160.6145,160.5967,-0.0188,-0.0117,97983,95966820
9/11/2017,'000012,国债指数,160.5967,160.6269,160.5702,160.6192,160.5736,0.0231,0.0144,126212,125116371
9/8/2017,'000012,国债指数,160.5736,160.6155,160.5437,160.6059,160.5906,-0.017,-0.0106,268659,267893446
9/7/2017,'000012,国债指数,160.5906,160.5914,160.5329,160.5495,160.5344,0.0562,0.035,168442,166913752
9/6/2017,'000012,国债指数,160.5344,160.7516,160.5324,160.7515,160.7222,-0.1878,-0.1168,113085,111559497
9/5/2017,'000012,国债指数,160.7222,160.7881,160.7,160.7874,160.7722,-0.05,-0.0311,110189,107772117
9/4/2017,'000012,国债指数,160.7722,160.809,160.7507,160.8019,160.7563,0.0159,0.0099,73870,73152014
9/1/2017,'000012,国债指数,160.7563,160.7935,160.6987,160.7274,160.7122,0.0441,0.0274,94454,92208818
8/31/2017,'000012,国债指数,160.7122,160.7409,160.7063,160.71,160.6945,0.0177,0.011,86567,85177399
8/30/2017,'000012,国债指数,160.6945,160.7017,160.5866,160.5879,160.5727,0.1218,0.0759,77732,75472108
8/29/2017,'000012,国债指数,160.5727,160.6127,160.5695,160.5865,160.5712,0.0015,0.0009,76622,76302457
8/28/2017,'000012,国债指数,160.5712,160.5759,160.5375,160.563,160.5168,0.0544,0.0339,110300,104877742
8/25/2017,'000012,国债指数,160.5168,160.5885,160.501,160.5595,160.5443,-0.0275,-0.0171,92017,86947874
8/24/2017,'000012,国债指数,160.5443,160.5768,160.5314,160.5725,160.5574,-0.0131,-0.0082,110416,107002541
8/23/2017,'000012,国债指数,160.5574,160.6235,160.543,160.5871,160.5715,-0.0141,-0.0088,60198,58948664
8/22/2017,'000012,国债指数,160.5715,160.6081,160.5354,160.5765,160.5604,0.0111,0.0069,145558,142098187
8/21/2017,'000012,国债指数,160.5604,160.6308,160.5563,160.6306,160.5833,-0.0229,-0.0143,76280,73075133
8/18/2017,'000012,国债指数,160.5833,160.5938,160.5829,160.587,160.5718,0.0115,0.0072,81561,78589018
8/17/2017,'000012,国债指数,160.5718,160.5966,160.5663,160.5926,160.5774,-0.0056,-0.0035,144341,143734376
8/16/2017,'000012,国债指数,160.5774,160.578,160.5118,160.5554,160.541,0.0364,0.0227,58795,58108424
8/15/2017,'000012,国债指数,160.541,160.5412,160.3532,160.358,160.3424,0.1986,0.1239,146477,147414604
8/14/2017,'000012,国债指数,160.3424,160.4183,160.3424,160.3781,160.3325,0.0099,0.0062,215587,215171247
8/11/2017,'000012,国债指数,160.3325,160.3327,160.2408,160.2701,160.2574,0.0751,0.0469,234671,235600626
8/10/2017,'000012,国债指数,160.2574,160.3257,160.2496,160.3199,160.3047,-0.0473,-0.0295,119961,118310313
8/9/2017,'000012,国债指数,160.3047,160.3106,160.3007,160.3078,160.2926,0.0121,0.0075,104413,102748128
8/8/2017,'000012,国债指数,160.2926,160.3597,160.2863,160.3597,160.344,-0.0514,-0.0321,173201,172251179
8/7/2017,'000012,国债指数,160.344,160.344,160.3297,160.3404,160.2948,0.0492,0.0307,268797,267671518
8/4/2017,'000012,国债指数,160.2948,160.3756,160.2792,160.369,160.3551,-0.0603,-0.0376,163391,162932918
8/3/2017,'000012,国债指数,160.3551,160.4906,160.2705,160.4883,160.4731,-0.118,-0.0735,207697,205358097
8/2/2017,'000012,国债指数,160.4731,160.4749,160.2618,160.2679,160.2528,0.2203,0.1375,147534,147369278
8/1/2017,'000012,国债指数,160.2528,160.3785,160.2339,160.3782,160.3629,-0.1101,-0.0687,281788,282438864
7/31/2017,'000012,国债指数,160.3629,160.3905,160.3392,160.3889,160.3436,0.0193,0.012,168424,170304357
7/28/2017,'000012,国债指数,160.3436,160.3511,160.3368,160.3432,160.3283,0.0153,0.0095,262358,263970430
7/27/2017,'000012,国债指数,160.3283,160.4376,160.3167,160.4219,160.4067,-0.0784,-0.0489,216689,218083242
7/26/2017,'000012,国债指数,160.4067,160.4424,160.3977,160.4424,160.4274,-0.0207,-0.0129,141517,142284271
7/25/2017,'000012,国债指数,160.4274,160.4816,160.424,160.479,160.4637,-0.0363,-0.0226,243718,244772426
7/24/2017,'000012,国债指数,160.4637,160.4668,160.4207,160.4493,160.404,0.0597,0.0372,310750,310060727
7/21/2017,'000012,国债指数,160.404,160.462,160.404,160.4533,160.4207,-0.0167,-0.0104,313051,313990518
7/20/2017,'000012,国债指数,160.4207,160.45,160.4078,160.4466,160.4314,-0.0107,-0.0067,206989,209379259
7/19/2017,'000012,国债指数,160.4314,160.4559,160.4109,160.436,160.4209,0.0105,0.0065,290589,293561335
7/18/2017,'000012,国债指数,160.4209,160.4434,160.4074,160.4434,160.4292,-0.0083,-0.0052,273429,275045585
7/17/2017,'000012,国债指数,160.4292,160.4618,160.4284,160.4543,160.4088,0.0204,0.0127,325005,325801111
7/14/2017,'000012,国债指数,160.4088,160.4105,160.371,160.4085,160.3934,0.0154,0.0096,153813,155223229
7/13/2017,'000012,国债指数,160.3934,160.4268,160.3918,160.408,160.3929,0.0005,0.0003,240556,242859900
7/12/2017,'000012,国债指数,160.3929,160.4063,160.3595,160.3959,160.3808,0.0121,0.0075,235151,237212429
7/11/2017,'000012,国债指数,160.3808,160.4343,160.349,160.433,160.4179,-0.0371,-0.0231,187663,188125931
7/10/2017,'000012,国债指数,160.4179,160.4925,160.4056,160.491,160.4461,-0.0282,-0.0176,150096,151277605
7/7/2017,'000012,国债指数,160.4461,160.4487,160.4283,160.4332,160.4181,0.028,0.0175,129433,129442680
7/6/2017,'000012,国债指数,160.4181,160.4181,160.3783,160.3803,160.3652,0.0529,0.033,190950,191001681
7/5/2017,'000012,国债指数,160.3652,160.3948,160.3288,160.3879,160.3728,-0.0076,-0.0047,141876,141161346
7/4/2017,'000012,国债指数,160.3728,160.5066,160.3157,160.4857,160.4705,-0.0977,-0.0609,123464,123745330
7/3/2017,'000012,国债指数,160.4705,160.5456,160.3977,160.456,160.4107,0.0598,0.0373,98006,96052737
6/30/2017,'000012,国债指数,160.4107,160.4327,160.4069,160.4327,160.4176,-0.0069,-0.0043,104386,104761241
6/29/2017,'000012,国债指数,160.4176,160.4672,160.4118,160.4531,160.4379,-0.0203,-0.0127,161141,161281608
6/28/2017,'000012,国债指数,160.4379,160.4383,160.3935,160.3999,160.3848,0.0531,0.0331,159090,158689577
6/27/2017,'000012,国债指数,160.3848,160.439,160.2252,160.397,160.382,0.0028,0.0017,153509,153793501
6/26/2017,'000012,国债指数,160.382,160.5374,160.3692,160.5153,160.4701,-0.0881,-0.0549,145677,146300059
6/23/2017,'000012,国债指数,160.4701,160.5167,160.4644,160.5069,160.4919,-0.0218,-0.0136,115389,114817532
6/22/2017,'000012,国债指数,160.4919,160.5168,160.4866,160.5168,160.5017,-0.0098,-0.0061,157068,155503612
6/21/2017,'000012,国债指数,160.5017,160.5144,160.4841,160.4995,160.4845,0.0172,0.0107,96538,96018761
6/20/2017,'000012,国债指数,160.4845,160.5785,160.483,160.5023,160.487,-0.0025,-0.0016,308440,295598839
6/19/2017,'000012,国债指数,160.487,160.5098,160.4561,160.4561,160.4107,0.0763,0.0476,344658,335065942
6/16/2017,'000012,国债指数,160.4107,160.4133,160.3463,160.3469,160.3319,0.0788,0.0491,172884,169671933
6/15/2017,'000012,国债指数,160.3319,160.394,160.3248,160.3682,160.3531,-0.0212,-0.0132,564492,566482220
6/14/2017,'000012,国债指数,160.3531,160.3705,160.2911,160.3246,160.3091,0.044,0.0274,252664,252037954
6/13/2017,'000012,国债指数,160.3091,160.3517,160.1045,160.3,160.2848,0.0243,0.0152,175081,168567135
6/12/2017,'000012,国债指数,160.2848,160.3694,160.2439,160.2572,160.212,0.0728,0.0454,441884,436682228
6/9/2017,'000012,国债指数,160.212,160.2487,160.1871,160.2043,160.1893,0.0227,0.0142,56483,55508711
6/8/2017,'000012,国债指数,160.1893,160.4113,160.1415,160.2355,160.2204,-0.0311,-0.0194,96629,94330671
6/7/2017,'000012,国债指数,160.2204,160.2606,160.1243,160.1616,160.1466,0.0738,0.0461,72997,72437923
6/6/2017,'000012,国债指数,160.1466,160.2497,160.1466,160.2448,160.2297,-0.0831,-0.0519,98464,98657549
6/5/2017,'000012,国债指数,160.2297,160.3087,160.2129,160.2322,160.187,0.0427,0.0267,110158,108714492
6/2/2017,'000012,国债指数,160.187,160.187,160.1658,160.1658,160.1508,0.0362,0.0226,147572,149010214
6/1/2017,'000012,国债指数,160.1508,160.1723,160.1499,160.169,160.1536,-0.0028,-0.0017,134291,133692927
5/31/2017,'000012,国债指数,160.1536,160.1549,159.9808,159.9808,159.9066,0.247,0.1545,97993,97486991
5/26/2017,'000012,国债指数,159.9066,160.0933,159.8588,160.0844,160.0685,-0.1619,-0.1011,79077,75296851
5/25/2017,'000012,国债指数,160.0685,160.1064,160.0196,160.0986,160.0838,-0.0153,-0.0096,169634,166866708
5/24/2017,'000012,国债指数,160.0838,160.1555,160.0462,160.1539,160.1388,-0.055,-0.0343,78635,77389442
5/23/2017,'000012,国债指数,160.1388,160.1498,160.0953,160.1203,160.1054,0.0334,0.0209,83850,81850538
5/22/2017,'000012,国债指数,160.1054,160.2476,160.1054,160.2269,160.1821,-0.0767,-0.0479,266559,262897081
5/19/2017,'000012,国债指数,160.1821,160.2325,160.1601,160.2314,160.2164,-0.0343,-0.0214,119089,118502004
5/18/2017,'000012,国债指数,160.2164,160.2347,160.2002,160.225,160.2102,0.0062,0.0039,143498,142001086
5/17/2017,'000012,国债指数,160.2102,160.3217,160.1892,160.3143,160.2991,-0.0889,-0.0555,153131,152107087
5/16/2017,'000012,国债指数,160.2991,160.3765,160.0956,160.1058,160.0911,0.208,0.1299,122433,121466819
5/15/2017,'000012,国债指数,160.0911,160.3848,160.0911,160.3729,160.3279,-0.2368,-0.1477,160533,158679880
5/12/2017,'000012,国债指数,160.3279,160.4356,160.2973,160.4259,160.411,-0.0831,-0.0518,216933,215869853
5/11/2017,'000012,国债指数,160.411,160.5234,160.3215,160.5074,160.4935,-0.0825,-0.0514,234028,231693313
5/10/2017,'000012,国债指数,160.4935,160.6686,160.4716,160.6507,160.6358,-0.1423,-0.0886,81777,81549173
5/9/2017,'000012,国债指数,160.6358,160.6725,160.6147,160.6507,160.6357,0.0001,0.0001,171343,168444104
5/8/2017,'000012,国债指数,160.6357,160.6943,160.6068,160.6838,160.639,-0.0033,-0.0021,98098,98481919
5/5/2017,'000012,国债指数,160.639,160.6905,160.6225,160.654,160.6397,-0.0007,-0.0004,95157,95444575
5/4/2017,'000012,国债指数,160.6397,160.6759,160.6238,160.6759,160.661,-0.0213,-0.0133,238928,241833357
5/3/2017,'000012,国债指数,160.661,160.6722,160.6492,160.6715,160.6565,0.0045,0.0028,58461,59488499
5/2/2017,'000012,国债指数,160.6565,160.6753,160.6563,160.6742,160.6144,0.0421,0.0262,155183,158167868
4/28/2017,'000012,国债指数,160.6144,160.6264,160.5899,160.6205,160.6055,0.0089,0.0055,45827,44828436
4/27/2017,'000012,国债指数,160.6055,160.6139,160.5761,160.5955,160.5806,0.0249,0.0155,107792,108647289
4/26/2017,'000012,国债指数,160.5806,160.6138,160.5554,160.6138,160.5989,-0.0183,-0.0114,269735,273398623
4/25/2017,'000012,国债指数,160.5989,160.5995,160.5525,160.5686,160.5536,0.0453,0.0282,163636,165575378
4/24/2017,'000012,国债指数,160.5536,160.5759,160.5351,160.5689,160.5224,0.0312,0.0194,129989,131469423
4/21/2017,'000012,国债指数,160.5224,160.5247,160.4444,160.5048,160.4899,0.0325,0.0203,150228,150556846
4/20/2017,'000012,国债指数,160.4899,160.535,160.4337,160.5232,160.5084,-0.0185,-0.0115,77562,78311130
4/19/2017,'000012,国债指数,160.5084,160.5457,160.494,160.5415,160.5269,-0.0185,-0.0115,97870,99206915
4/18/2017,'000012,国债指数,160.5269,160.527,160.4501,160.5207,160.5059,0.021,0.0131,195928,199102025
4/17/2017,'000012,国债指数,160.5059,160.5617,160.4955,160.5595,160.5148,-0.0089,-0.0055,192614,195092472
4/14/2017,'000012,国债指数,160.5148,160.5224,160.48,160.5116,160.4966,0.0182,0.0113,104127,105863136
