,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,成交量,成交金额
10/20/2006,'000012,国债指数,111.488,111.493,111.397,111.447,111.445,0.043,0.0386,325642,328048225
10/19/2006,'000012,国债指数,111.445,111.446,111.347,111.4,111.39,0.055,0.0494,460406,462677375
10/18/2006,'000012,国债指数,111.39,111.397,111.301,111.363,111.354,0.036,0.0323,293702,296871935
10/17/2006,'000012,国债指数,111.354,111.358,111.252,111.264,111.256,0.098,0.0881,209227,210313232
10/16/2006,'000012,国债指数,111.256,111.279,111.213,111.272,111.241,0.015,0.0135,304474,305555867
10/13/2006,'000012,国债指数,111.241,111.252,111.091,111.176,111.166,0.075,0.0675,301478,302445960
10/12/2006,'000012,国债指数,111.166,111.201,111.126,111.155,111.148,0.018,0.0162,504557,504610566
10/11/2006,'000012,国债指数,111.148,111.151,111.031,111.081,111.071,0.077,0.0693,173948,174995952
10/10/2006,'000012,国债指数,111.071,111.073,110.978,111.073,111.064,0.007,0.0063,316562,315393530
10/9/2006,'000012,国债指数,111.064,111.115,110.989,111.115,111.024,0.04,0.036,479014,481414195
9/29/2006,'000012,国债指数,111.024,111.048,110.903,110.979,110.962,0.062,0.0559,734020,736607139
9/28/2006,'000012,国债指数,110.962,110.963,110.798,110.821,110.813,0.149,0.1345,624765,625033749
9/27/2006,'000012,国债指数,110.813,110.82,110.694,110.785,110.778,0.035,0.0316,517033,517561584
9/26/2006,'000012,国债指数,110.778,110.788,110.715,110.74,110.734,0.044,0.0397,386252,387641404
9/25/2006,'000012,国债指数,110.734,110.746,110.6,110.743,110.72,0.014,0.0126,759287,748895942
9/22/2006,'000012,国债指数,110.72,110.733,110.646,110.706,110.696,0.024,0.0217,644366,644355939
9/21/2006,'000012,国债指数,110.696,110.709,110.57,110.644,110.635,0.061,0.0551,542274,543465075
9/20/2006,'000012,国债指数,110.635,110.641,110.533,110.568,110.554,0.081,0.0733,567226,565937300
9/19/2006,'000012,国债指数,110.554,110.555,110.427,110.469,110.459,0.095,0.086,742097,745982158
9/18/2006,'000012,国债指数,110.459,110.505,110.312,110.416,110.389,0.07,0.0634,1083424,1085287130
9/15/2006,'000012,国债指数,110.389,110.389,110.343,110.356,110.346,0.043,0.039,302181,302352533
9/14/2006,'000012,国债指数,110.346,110.346,110.278,110.326,110.306,0.04,0.0363,259524,259421889
9/13/2006,'000012,国债指数,110.306,110.317,110.277,110.309,110.3,0.006,0.0054,109409,109999810
9/12/2006,'000012,国债指数,110.3,110.306,110.227,110.257,110.245,0.055,0.0499,283388,281749656
9/11/2006,'000012,国债指数,110.245,110.261,110.184,110.248,110.224,0.021,0.0191,176982,176607002
9/8/2006,'000012,国债指数,110.224,110.23,110.179,110.183,110.174,0.05,0.0454,251361,251212065
9/7/2006,'000012,国债指数,110.174,110.205,110.151,110.186,110.175,-0.001,-0.0009,235648,235828888
9/6/2006,'000012,国债指数,110.175,110.22,110.112,110.131,110.123,0.052,0.0472,389256,388524041
9/5/2006,'000012,国债指数,110.123,110.124,110.049,110.103,110.093,0.03,0.0272,329937,329097694
9/4/2006,'000012,国债指数,110.093,110.099,110,110.099,110.07,0.023,0.0209,204034,204349361
9/1/2006,'000012,国债指数,110.07,110.105,110.035,110.105,110.096,-0.026,-0.0236,206110,205794628
8/31/2006,'000012,国债指数,110.096,110.113,110.043,110.064,110.046,0.05,0.0454,503709,505205982
8/30/2006,'000012,国债指数,110.046,110.062,109.99,110.004,109.999,0.047,0.0427,345198,343795691
8/29/2006,'000012,国债指数,109.999,110.021,109.957,110.005,109.995,0.004,0.0036,369380,370031574
8/28/2006,'000012,国债指数,109.995,110.082,109.977,110.082,110.056,-0.061,-0.0554,316159,315683484
8/25/2006,'000012,国债指数,110.056,110.095,110.028,110.084,110.074,-0.018,-0.0164,262916,262503424
8/24/2006,'000012,国债指数,110.074,110.085,110.058,110.06,110.063,0.011,0.01,205065,204655910
8/23/2006,'000012,国债指数,110.063,110.063,109.961,110.005,109.994,0.069,0.0627,226787,227301663
8/22/2006,'000012,国债指数,109.994,110.001,109.763,109.868,109.859,0.135,0.1229,221364,221547456
8/21/2006,'000012,国债指数,109.859,110.029,109.602,110.029,110.196,-0.337,-0.3058,401570,400881199
8/18/2006,'000012,国债指数,110.196,110.2,110.113,110.13,110.121,0.075,0.0681,348255,348696809
8/17/2006,'000012,国债指数,110.121,110.144,110.096,110.116,110.106,0.015,0.0136,250306,249925150
8/16/2006,'000012,国债指数,110.106,110.106,109.92,109.92,109.91,0.196,0.1783,250348,250304109
8/15/2006,'000012,国债指数,109.91,109.945,109.788,109.881,109.874,0.036,0.0328,127304,127425988
8/14/2006,'000012,国债指数,109.874,109.903,109.798,109.903,109.874,0,0,168405,168002973
8/11/2006,'000012,国债指数,109.874,109.886,109.809,109.839,109.83,0.044,0.0401,282915,282381394
8/10/2006,'000012,国债指数,109.83,109.832,109.653,109.684,109.674,0.156,0.1422,194481,192923689
8/9/2006,'000012,国债指数,109.674,109.676,109.587,109.631,109.621,0.053,0.0483,215119,213936749
8/8/2006,'000012,国债指数,109.621,109.626,109.559,109.601,109.591,0.03,0.0274,434494,433214167
8/7/2006,'000012,国债指数,109.591,109.646,109.589,109.646,109.618,-0.027,-0.0246,466102,461614031
8/4/2006,'000012,国债指数,109.618,109.648,109.558,109.617,109.607,0.011,0.01,199188,201329423
8/3/2006,'000012,国债指数,109.607,109.612,109.529,109.57,109.562,0.045,0.0411,245941,245202058
8/2/2006,'000012,国债指数,109.562,109.572,109.481,109.496,109.487,0.075,0.0685,222733,220390238
8/1/2006,'000012,国债指数,109.487,109.503,109.435,109.471,109.465,0.022,0.0201,103577,103496304
7/31/2006,'000012,国债指数,109.465,109.535,109.461,109.486,109.462,0.003,0.0027,264817,261768515
7/28/2006,'000012,国债指数,109.462,109.491,109.408,109.459,109.45,0.012,0.011,364313,353492269
7/27/2006,'000012,国债指数,109.45,109.477,109.309,109.37,109.361,0.089,0.0814,445805,431175623
7/26/2006,'000012,国债指数,109.361,109.369,109.276,109.329,109.321,0.04,0.0366,364616,362780041
7/25/2006,'000012,国债指数,109.321,109.337,109.188,109.245,109.237,0.084,0.0769,178784,177260411
7/24/2006,'000012,国债指数,109.237,109.474,109.227,109.474,109.447,-0.21,-0.1919,275806,273965892
7/21/2006,'000012,国债指数,109.447,109.492,109.378,109.492,109.482,-0.035,-0.032,350658,351554961
7/20/2006,'000012,国债指数,109.482,109.559,109.444,109.559,109.554,-0.072,-0.0657,625772,624981284
7/19/2006,'000012,国债指数,109.554,109.56,109.441,109.554,109.544,0.01,0.0091,455765,455636279
7/18/2006,'000012,国债指数,109.544,109.639,109.463,109.636,109.626,-0.082,-0.0748,241976,243445525
7/17/2006,'000012,国债指数,109.626,109.644,109.526,109.601,109.597,0.029,0.0265,275547,276325770
7/14/2006,'000012,国债指数,109.597,109.73,109.586,109.73,109.712,-0.115,-0.1048,366402,364074991
7/13/2006,'000012,国债指数,109.712,109.752,109.657,109.716,109.722,-0.01,-0.0091,338814,338966660
7/12/2006,'000012,国债指数,109.722,109.736,109.546,109.684,109.676,0.046,0.0419,375084,375147471
7/11/2006,'000012,国债指数,109.676,109.676,109.596,109.632,109.632,0.044,0.0401,386350,385887425
7/10/2006,'000012,国债指数,109.632,109.634,109.533,109.579,109.552,0.08,0.073,196521,196309542
7/7/2006,'000012,国债指数,109.552,109.553,109.404,109.473,109.467,0.085,0.0776,434506,432700230
7/6/2006,'000012,国债指数,109.467,109.532,109.427,109.519,109.522,-0.055,-0.0502,392083,389843061
7/5/2006,'000012,国债指数,109.522,109.612,109.425,109.612,109.603,-0.081,-0.0739,412828,411622754
7/4/2006,'000012,国债指数,109.603,109.64,109.562,109.592,109.588,0.015,0.0137,343450,343896429
7/3/2006,'000012,国债指数,109.588,109.724,109.53,109.664,109.641,-0.053,-0.0483,140793,141188710
6/30/2006,'000012,国债指数,109.641,109.645,109.499,109.528,109.519,0.122,0.1114,788191,790455574
6/29/2006,'000012,国债指数,109.519,109.562,109.473,109.535,109.522,-0.003,-0.0027,713296,715294539
6/28/2006,'000012,国债指数,109.522,109.522,109.386,109.464,109.457,0.065,0.0594,291366,291222638
6/27/2006,'000012,国债指数,109.457,109.459,109.307,109.397,109.387,0.07,0.064,496035,495125715
6/26/2006,'000012,国债指数,109.387,109.455,109.151,109.408,109.383,0.004,0.0037,310593,310086379
6/23/2006,'000012,国债指数,109.383,109.388,109.197,109.357,109.361,0.022,0.0201,605477,602645002
6/22/2006,'000012,国债指数,109.361,109.455,109.332,109.441,109.435,-0.074,-0.0676,252368,251069029
6/21/2006,'000012,国债指数,109.435,109.469,109.412,109.469,109.46,-0.025,-0.0228,532402,529987867
6/20/2006,'000012,国债指数,109.46,109.484,109.195,109.471,109.462,-0.002,-0.0018,290311,290845038
6/19/2006,'000012,国债指数,109.462,109.635,109.371,109.635,109.649,-0.187,-0.1705,921578,922181221
6/16/2006,'000012,国债指数,109.649,109.651,109.557,109.566,109.557,0.092,0.084,262973,263425731
6/15/2006,'000012,国债指数,109.557,109.558,109.301,109.483,109.466,0.091,0.0831,564065,564100744
6/14/2006,'000012,国债指数,109.466,109.487,109.428,109.467,109.458,0.008,0.0073,446839,446333168
6/13/2006,'000012,国债指数,109.458,109.629,109.239,109.629,109.62,-0.162,-0.1478,416853,416982118
6/12/2006,'000012,国债指数,109.62,109.62,109.465,109.587,109.558,0.062,0.0566,566630,565960349
6/9/2006,'000012,国债指数,109.558,109.643,109.525,109.556,109.547,0.011,0.01,852230,851798743
6/8/2006,'000012,国债指数,109.547,109.598,109.499,109.545,109.539,0.008,0.0073,1156593,1154085350
6/7/2006,'000012,国债指数,109.539,109.824,109.528,109.784,109.776,-0.237,-0.2159,1700970,1698024176
6/6/2006,'000012,国债指数,109.776,109.893,109.759,109.893,109.89,-0.114,-0.1037,883025,891726725
6/5/2006,'000012,国债指数,109.89,109.975,109.729,109.975,109.963,-0.073,-0.0664,988095,988692350
6/2/2006,'000012,国债指数,109.963,110.258,109.928,110.258,110.237,-0.274,-0.2486,835764,837215908
6/1/2006,'000012,国债指数,110.237,110.268,110.176,110.255,110.25,-0.013,-0.0118,675293,680384673
5/31/2006,'000012,国债指数,110.25,110.291,110.188,110.291,110.281,-0.031,-0.0281,364993,366069686
5/30/2006,'000012,国债指数,110.281,110.285,110.188,110.256,110.256,0.025,0.0227,880433,884372937
5/29/2006,'000012,国债指数,110.256,110.306,110.188,110.306,110.28,-0.024,-0.0218,830395,838951008
5/26/2006,'000012,国债指数,110.28,110.305,110.23,110.275,110.262,0.018,0.0163,1126024,1132425586
5/25/2006,'000012,国债指数,110.262,110.268,110.147,110.23,110.226,0.036,0.0327,628313,634454925
5/24/2006,'000012,国债指数,110.226,110.23,110.179,110.193,110.203,0.023,0.0209,565554,577324882
5/23/2006,'000012,国债指数,110.203,110.282,110.203,110.278,110.217,-0.014,-0.0127,794266,806007067
5/22/2006,'000012,国债指数,110.217,110.249,110.17,110.249,110.205,0.012,0.0109,490922,499100358
5/19/2006,'000012,国债指数,110.205,110.213,110.152,110.202,110.172,0.033,0.03,516861,526592823
5/18/2006,'000012,国债指数,110.172,110.225,110.126,110.194,110.189,-0.017,-0.0154,754421,762475993
5/17/2006,'000012,国债指数,110.189,110.189,110.069,110.102,110.089,0.1,0.0908,686861,693752972
5/16/2006,'000012,国债指数,110.089,110.11,109.918,110.039,110.039,0.05,0.0454,725976,728995844
5/15/2006,'000012,国债指数,110.039,110.182,109.845,110.182,110.176,-0.137,-0.1243,931600,940783095
5/12/2006,'000012,国债指数,110.176,110.202,110.121,110.17,110.169,0.007,0.0064,845406,852568879
5/11/2006,'000012,国债指数,110.169,110.188,110.126,110.17,110.195,-0.026,-0.0236,1211146,1218829628
5/10/2006,'000012,国债指数,110.195,110.199,110.022,110.141,110.11,0.085,0.0772,1114919,1122868263
5/9/2006,'000012,国债指数,110.11,110.115,109.431,109.46,109.99,0.12,0.1091,1089634,1100033727
5/8/2006,'000012,国债指数,109.99,109.994,109.593,109.939,109.86,0.13,0.1183,1196554,1208013231
4/28/2006,'000012,国债指数,109.86,109.876,109.661,109.717,109.721,0.139,0.1267,695867,698543788
4/27/2006,'000012,国债指数,109.721,109.748,109.642,109.642,109.626,0.095,0.0867,643552,646292205
4/26/2006,'000012,国债指数,109.626,109.638,109.453,109.534,109.525,0.101,0.0922,756639,757706758
4/25/2006,'000012,国债指数,109.525,109.541,109.378,109.538,109.541,-0.016,-0.0146,740534,741953669
4/24/2006,'000012,国债指数,109.541,109.667,109.429,109.667,109.646,-0.105,-0.0958,931486,933070199
4/21/2006,'000012,国债指数,109.646,109.66,109.595,109.66,109.63,0.016,0.0146,594471,594907373
4/20/2006,'000012,国债指数,109.63,109.642,109.577,109.61,109.618,0.012,0.0109,569576,570794149
4/19/2006,'000012,国债指数,109.618,109.654,109.584,109.59,109.582,0.036,0.0329,753417,753242959
4/18/2006,'000012,国债指数,109.582,109.636,109.54,109.609,109.609,-0.027,-0.0246,665490,664088863
4/17/2006,'000012,国债指数,109.609,109.822,109.589,109.822,109.793,-0.184,-0.1676,966760,964944075
4/14/2006,'000012,国债指数,109.793,109.844,109.745,109.818,109.81,-0.017,-0.0155,709113,711409687
4/13/2006,'000012,国债指数,109.81,109.878,109.791,109.878,109.87,-0.06,-0.0546,948467,946903743
4/12/2006,'000012,国债指数,109.87,109.969,109.867,109.969,109.962,-0.092,-0.0837,1144159,1143877346
4/11/2006,'000012,国债指数,109.962,110.082,109.933,110.082,110.075,-0.113,-0.1027,1059242,1060111291
4/10/2006,'000012,国债指数,110.075,110.152,110.04,110.152,110.125,-0.05,-0.0454,1037541,1041894493
4/7/2006,'000012,国债指数,110.125,110.134,110.083,110.09,110.08,0.045,0.0409,1196853,1198348835
4/6/2006,'000012,国债指数,110.08,110.09,109.951,110.05,110.04,0.04,0.0364,979589,987623532
4/5/2006,'000012,国债指数,110.04,110.05,109.94,110.028,110.019,0.021,0.0191,793237,795656720
4/4/2006,'000012,国债指数,110.019,110.072,109.865,110.072,110.066,-0.047,-0.0427,833071,838065366
4/3/2006,'000012,国债指数,110.066,110.135,110.032,110.13,110.107,-0.041,-0.0372,592715,596616564
3/31/2006,'000012,国债指数,110.107,110.111,110.025,110.091,110.087,0.02,0.0182,800248,805277128
3/30/2006,'000012,国债指数,110.087,110.098,109.931,110.049,110.04,0.047,0.0427,684094,688937180
3/29/2006,'000012,国债指数,110.04,110.04,109.976,110.006,110.001,0.039,0.0355,883717,887700176
3/28/2006,'000012,国债指数,110.001,110.006,109.927,109.97,109.961,0.04,0.0364,504879,505911912
3/27/2006,'000012,国债指数,109.961,110.056,109.89,109.995,109.962,-0.001,-0.0009,393739,395412722
3/24/2006,'000012,国债指数,109.962,110.095,109.894,110.077,110.071,-0.109,-0.099,688554,687313762
3/23/2006,'000012,国债指数,110.071,110.096,109.969,110.003,109.994,0.077,0.07,803495,807480420
3/22/2006,'000012,国债指数,109.994,110.306,109.973,110.306,110.299,-0.305,-0.2765,1123770,1118012594
3/21/2006,'000012,国债指数,110.299,110.386,110.275,110.381,110.371,-0.072,-0.0652,819235,821284877
3/20/2006,'000012,国债指数,110.371,110.422,110.364,110.42,110.39,-0.019,-0.0172,656933,662382449
3/17/2006,'000012,国债指数,110.39,110.394,110.344,110.36,110.353,0.037,0.0335,794404,800074478
3/16/2006,'000012,国债指数,110.353,110.371,110.323,110.351,110.342,0.011,0.01,864693,873359840
3/15/2006,'000012,国债指数,110.342,110.343,110.303,110.331,110.319,0.023,0.0208,1393696,1404199477
3/14/2006,'000012,国债指数,110.319,110.398,110.307,110.398,110.389,-0.07,-0.0634,706378,706594318
3/13/2006,'000012,国债指数,110.389,110.423,110.364,110.423,110.391,-0.002,-0.0018,551765,556000658
3/10/2006,'000012,国债指数,110.391,110.394,110.352,110.372,110.37,0.021,0.019,703167,706425544
3/9/2006,'000012,国债指数,110.37,110.372,110.313,110.34,110.345,0.025,0.0227,647539,654728953
3/8/2006,'000012,国债指数,110.345,110.351,110.319,110.331,110.34,0.005,0.0045,718430,719216315
3/7/2006,'000012,国债指数,110.34,110.353,110.302,110.322,110.335,0.005,0.0045,729507,735522251
3/6/2006,'000012,国债指数,110.335,110.337,110.261,110.296,110.265,0.07,0.0635,705314,708844223
3/3/2006,'000012,国债指数,110.265,110.297,110.071,110.249,110.235,0.03,0.0272,500087,505523636
3/2/2006,'000012,国债指数,110.235,110.238,110.16,110.174,110.17,0.065,0.059,474117,476542047
3/1/2006,'000012,国债指数,110.17,110.174,110.092,110.137,110.124,0.046,0.0418,716249,719615415
2/28/2006,'000012,国债指数,110.124,110.165,110.057,110.163,110.152,-0.028,-0.0254,895085,904743760
2/27/2006,'000012,国债指数,110.152,110.167,110.092,110.142,110.109,0.043,0.0391,801693,803494109
2/24/2006,'000012,国债指数,110.109,110.114,110.055,110.055,110.045,0.064,0.0582,1158710,1169308541
2/23/2006,'000012,国债指数,110.045,110.061,109.97,110.046,110.004,0.041,0.0373,750652,763208464
2/22/2006,'000012,国债指数,110.004,110.071,109.966,110.071,110.068,-0.064,-0.0581,906841,914148301
2/21/2006,'000012,国债指数,110.068,110.206,110.047,110.203,110.192,-0.124,-0.1125,806754,813161112
2/20/2006,'000012,国债指数,110.192,110.2,110.112,110.192,110.196,-0.004,-0.0036,752576,762530884
2/17/2006,'000012,国债指数,110.196,110.232,110.18,110.198,110.205,-0.009,-0.0082,780738,787891675
2/16/2006,'000012,国债指数,110.205,110.286,110.189,110.281,110.271,-0.066,-0.0599,677803,681717500
2/15/2006,'000012,国债指数,110.271,110.272,110.149,110.228,110.216,0.055,0.0499,580524,584612392
2/14/2006,'000012,国债指数,110.216,110.22,110.161,110.192,110.186,0.03,0.0272,597727,600851303
2/13/2006,'000012,国债指数,110.186,110.242,110.141,110.242,110.212,-0.026,-0.0236,776970,783442160
2/10/2006,'000012,国债指数,110.212,110.218,110.098,110.105,110.096,0.116,0.1054,844014,853225238
2/9/2006,'000012,国债指数,110.096,110.144,109.951,110.144,110.141,-0.045,-0.0409,1504134,1516796490
2/8/2006,'000012,国债指数,110.141,110.204,110.063,110.2,110.19,-0.049,-0.0445,1156109,1165089751
2/7/2006,'000012,国债指数,110.19,110.192,110.109,110.145,110.138,0.052,0.0472,838107,846413773
2/6/2006,'000012,国债指数,110.138,110.179,109.971,110.179,110.075,0.063,0.0572,634055,641332428
1/25/2006,'000012,国债指数,110.075,110.109,109.968,109.973,109.959,0.116,0.1055,842385,847538280
1/24/2006,'000012,国债指数,109.959,109.959,109.785,109.886,109.885,0.074,0.0673,835955,837647190
1/23/2006,'000012,国债指数,109.885,110.155,109.796,110.109,110.127,-0.242,-0.2197,1034003,1041247988
1/20/2006,'000012,国债指数,110.127,110.149,110.063,110.143,110.141,-0.014,-0.0127,547597,559527936
1/19/2006,'000012,国债指数,110.141,110.228,110.082,110.228,110.218,-0.077,-0.0699,1034205,1045254543
1/18/2006,'000012,国债指数,110.218,110.22,110.091,110.105,110.055,0.163,0.1481,1069603,1083965700
1/17/2006,'000012,国债指数,110.055,110.06,109.882,109.917,109.912,0.143,0.1301,1016674,1029803906
1/16/2006,'000012,国债指数,109.912,109.913,109.843,109.884,109.879,0.033,0.03,757249,763482320
1/13/2006,'000012,国债指数,109.879,109.884,109.777,109.816,109.809,0.07,0.0637,861762,868425642
1/12/2006,'000012,国债指数,109.809,109.838,109.735,109.816,109.809,0,0,1203935,1218314452
1/11/2006,'000012,国债指数,109.809,109.82,109.701,109.702,109.729,0.08,0.0729,1139446,1145890684
1/10/2006,'000012,国债指数,109.729,109.755,109.614,109.625,109.628,0.101,0.0921,1009756,1020504772
1/9/2006,'000012,国债指数,109.628,109.634,109.36,109.361,109.553,0.075,0.0685,884006,895387338
1/6/2006,'000012,国债指数,109.553,109.553,109.325,109.351,109.339,0.214,0.1957,1108167,1120613691
1/5/2006,'000012,国债指数,109.339,109.344,109.181,109.195,109.187,0.152,0.1392,1240602,1255716420
1/4/2006,'000012,国债指数,109.187,109.19,109.069,109.107,109.057,0.13,0.1192,984208,1005194439
12/30/2005,'000012,国债指数,109.057,109.124,109.043,109.071,109.062,-0.005,-0.0046,1319196,1323220419
12/29/2005,'000012,国债指数,109.062,109.17,109.025,109.165,109.069,-0.007,-0.0064,1293379,1299982246
12/28/2005,'000012,国债指数,109.069,109.094,109.021,109.043,109.03,0.039,0.0358,1024748,1026946311
12/27/2005,'000012,国债指数,109.03,109.054,108.995,109.054,109.05,-0.02,-0.0183,966053,964561646
12/26/2005,'000012,国债指数,109.05,109.055,108.865,108.941,108.924,0.126,0.1157,1268174,1279538606
12/23/2005,'000012,国债指数,108.924,108.929,108.494,108.776,108.766,0.158,0.1453,1141897,1148566225
12/22/2005,'000012,国债指数,108.766,108.788,108.639,108.658,108.655,0.111,0.1022,909106,913746846
12/21/2005,'000012,国债指数,108.655,108.77,108.646,108.77,108.762,-0.107,-0.0984,711016,713382219
12/20/2005,'000012,国债指数,108.762,108.855,108.758,108.834,108.825,-0.063,-0.0579,813782,816015372
12/19/2005,'000012,国债指数,108.825,108.833,108.733,108.799,108.782,0.043,0.0395,973382,974242746
12/16/2005,'000012,国债指数,108.782,108.783,108.608,108.643,108.634,0.148,0.1362,1135273,1142019749
12/15/2005,'000012,国债指数,108.634,108.638,108.494,108.563,108.553,0.081,0.0746,1296550,1299803478
12/14/2005,'000012,国债指数,108.553,108.662,108.531,108.62,108.609,-0.056,-0.0516,893565,893670521
12/13/2005,'000012,国债指数,108.609,108.617,108.419,108.42,108.409,0.2,0.1845,1149551,1150025922
12/12/2005,'000012,国债指数,108.409,108.421,108.187,108.234,108.208,0.201,0.1858,931447,927807721
12/9/2005,'000012,国债指数,108.208,108.22,108.073,108.165,108.15,0.058,0.0536,988029,983754567
12/8/2005,'000012,国债指数,108.15,108.253,108.028,108.028,108.015,0.135,0.125,1331573,1327729312
12/7/2005,'000012,国债指数,108.015,108.016,107.781,107.791,107.78,0.235,0.218,1171044,1159581329
12/6/2005,'000012,国债指数,107.78,107.801,107.624,107.669,107.658,0.122,0.1133,724265,722336027
12/5/2005,'000012,国债指数,107.658,107.675,107.484,107.484,107.455,0.203,0.1889,1100596,1091808621
12/2/2005,'000012,国债指数,107.455,107.47,107.234,107.235,107.35,0.105,0.0978,756025,751490926
12/1/2005,'000012,国债指数,107.35,107.365,107.296,107.365,107.35,0,0,452764,450808494
11/30/2005,'000012,国债指数,107.35,107.401,107.235,107.352,107.36,-0.01,-0.0093,812778,803595370
11/29/2005,'000012,国债指数,107.36,107.425,107.329,107.34,107.33,0.03,0.028,790135,781274677
11/28/2005,'000012,国债指数,107.33,107.425,107.28,107.342,107.311,0.019,0.0177,668055,664698886
11/25/2005,'000012,国债指数,107.311,107.394,107.293,107.361,107.354,-0.043,-0.0401,683588,677728888
11/24/2005,'000012,国债指数,107.354,107.375,107.278,107.357,107.289,0.065,0.0606,822571,818194489
11/23/2005,'000012,国债指数,107.289,107.296,107.062,107.208,107.201,0.088,0.0821,497244,489552247
11/22/2005,'000012,国债指数,107.201,107.226,107.064,107.085,107.069,0.132,0.1233,716835,706280686
11/21/2005,'000012,国债指数,107.069,107.187,107.063,107.183,107.154,-0.085,-0.0793,578149,571508951
11/18/2005,'000012,国债指数,107.154,107.461,107.142,107.435,107.425,-0.271,-0.2523,462861,456707216
11/17/2005,'000012,国债指数,107.425,107.574,107.413,107.532,107.536,-0.111,-0.1032,746804,742533201
11/16/2005,'000012,国债指数,107.536,107.543,107.456,107.518,107.509,0.027,0.0251,710690,707235040
11/15/2005,'000012,国债指数,107.509,107.524,107.404,107.471,107.461,0.048,0.0447,777696,765264897
11/14/2005,'000012,国债指数,107.461,107.467,107.09,107.127,107.093,0.368,0.3436,943073,932915549
11/11/2005,'000012,国债指数,107.093,107.31,107.036,107.119,107.13,-0.037,-0.0345,1423821,1409237018
11/10/2005,'000012,国债指数,107.13,107.268,106.937,107.221,107.243,-0.113,-0.1054,1575846,1560441467
11/9/2005,'000012,国债指数,107.243,107.789,107.122,107.789,107.809,-0.566,-0.525,1503239,1493051139
11/8/2005,'000012,国债指数,107.809,108.237,107.79,108.231,108.223,-0.414,-0.3825,1159859,1164384554
11/7/2005,'000012,国债指数,108.223,108.424,108.213,108.408,108.376,-0.153,-0.1412,771386,775793906
11/4/2005,'000012,国债指数,108.376,108.53,108.375,108.505,108.494,-0.118,-0.1088,581480,589956128
11/3/2005,'000012,国债指数,108.494,108.521,108.465,108.495,108.484,0.01,0.0092,653026,651134294
11/2/2005,'000012,国债指数,108.484,108.485,108.376,108.401,108.393,0.091,0.084,612235,613927609
11/1/2005,'000012,国债指数,108.393,108.486,108.178,108.232,108.22,0.173,0.1599,865985,865515303
10/31/2005,'000012,国债指数,108.22,108.621,108.206,108.621,108.599,-0.379,-0.349,839204,838604590
10/28/2005,'000012,国债指数,108.599,109.065,108.555,109.065,109.058,-0.459,-0.4209,1196856,1199886883
10/27/2005,'000012,国债指数,109.058,109.346,108.996,109.346,109.346,-0.288,-0.2634,846206,849616385
10/26/2005,'000012,国债指数,109.346,109.475,109.302,109.429,109.42,-0.074,-0.0676,842631,851143414
10/25/2005,'000012,国债指数,109.42,109.511,109.305,109.305,109.368,0.052,0.0475,1063617,1070898927
10/24/2005,'000012,国债指数,109.368,109.541,109.199,109.541,109.517,-0.149,-0.1361,1268189,1282648372
10/21/2005,'000012,国债指数,109.517,109.715,109.462,109.715,109.708,-0.191,-0.1741,1488960,1500702621
10/20/2005,'000012,国债指数,109.708,109.728,109.625,109.653,109.651,0.057,0.052,1303439,1316128239
10/19/2005,'000012,国债指数,109.651,109.654,109.486,109.545,109.543,0.108,0.0986,1723515,1710851496
10/18/2005,'000012,国债指数,109.543,109.553,109.429,109.468,109.474,0.069,0.063,1778481,1753846286
10/17/2005,'000012,国债指数,109.474,109.482,109.33,109.373,109.353,0.121,0.1107,1121880,1128890827
10/14/2005,'000012,国债指数,109.353,109.386,109.276,109.325,109.327,0.026,0.0238,1038394,1037271387
10/13/2005,'000012,国债指数,109.327,109.335,109.049,109.058,109.049,0.278,0.2549,1807029,1827786605
10/12/2005,'000012,国债指数,109.049,109.049,108.872,108.914,108.907,0.142,0.1304,1332145,1339169304
10/11/2005,'000012,国债指数,108.907,108.931,108.65,108.717,108.707,0.2,0.184,1162112,1171147809
10/10/2005,'000012,国债指数,108.707,108.756,108.667,108.756,108.699,0.008,0.0074,1598525,1621413803
9/30/2005,'000012,国债指数,108.699,108.726,108.659,108.659,108.65,0.049,0.0451,900716,907915535
9/29/2005,'000012,国债指数,108.65,108.666,108.588,108.632,108.622,0.028,0.0258,560088,563324145
9/28/2005,'000012,国债指数,108.622,108.623,108.455,108.479,108.469,0.153,0.1411,1201075,1203779595
9/27/2005,'000012,国债指数,108.469,108.476,108.343,108.343,108.333,0.136,0.1255,713331,714877531
9/26/2005,'000012,国债指数,108.333,108.336,108.178,108.261,108.232,0.101,0.0933,973170,976350750
9/23/2005,'000012,国债指数,108.232,108.264,108.21,108.264,108.251,-0.019,-0.0176,606769,611162999
9/22/2005,'000012,国债指数,108.251,108.263,108.185,108.193,108.199,0.052,0.0481,886630,893036157
9/21/2005,'000012,国债指数,108.199,108.223,108.191,108.201,108.192,0.007,0.0065,659870,659147329
9/20/2005,'000012,国债指数,108.192,108.199,108.045,108.074,108.096,0.096,0.0888,749217,749407928
9/19/2005,'000012,国债指数,108.096,108.123,107.924,108.054,108.018,0.078,0.0722,1186854,1188838752
9/16/2005,'000012,国债指数,108.018,108.076,107.843,107.874,107.856,0.162,0.1502,950888,946111062
9/15/2005,'000012,国债指数,107.856,107.858,107.679,107.695,107.687,0.169,0.1569,1171838,1171896295
